"","X","id","institution_code","star","flag","scientificName","collectors","collectors_parsed","collector_number_prefix","collector_number","collector_number_suffix","early_julian_day","late_julian_day","verbatim_date","county","elevation","locality","locality_parsed","geocoded","longitude","latitude","datum","georeference_source","township_range_section","error_radius","error_radius_units","current_name","current_name_binomial","current_genus","current_species","clade","dataset","cloned_geocode","jepson_flag","flagged_record_corrected","maxent_index","naturalised","cultivated","possible_mislabel","exclude_species","jepson_flag_october","new_flag","exclude_clade","x_epsg_3310","y_epsg_3310","Tave_wt","Tave_sp","Tave_sm","Tave_at","Tmin_wt","Tmax_sm","PPT_wt","PPT_sp","PPT_sm","PPT_at","MAT","MWMT","MCMT","TD","MAP","MSP","AHM","SHM","DD5","DD_0","NFFD","bFFP","eFFP","FFP","PAS","EMT","EXT","Eref","CMD","MAR","RH","year","aet","cwd","cwd_gs","pet","ppt","soil_mean","soil_min","srad","swe_max","tmax","tmin","vpd_max","vpd_spr","vpd_gs"
"972",10465,"UCD45724","","","","Quercus douglasii","H. C. Lee","H. C. Lee","","666","","6/12/1936","6/12/1936","06 12 1936","San Luis Obispo","650 ft.","   San Luis Obispo County: four miles south east of Adams Ranch. Altitude 650 feet","San Luis Obispo County: 4 miles southeast of Adams Ranch. Altitude 650 feet","yes",-120.3001306,35.01814444,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.178938173,NA,NA,NA,NA,"no",NA,NA,-27369.7575899602,-333130.11085669,10.1,13.3,20,16.8,3.5,28.2,216,118,3,92,15.1,21,9.7,11.4,429,23,58.4,912.1,3700,18,336,60,338,278,1,-11.2,41.5,1297,925,17.1,56,1936,371.2,908,124.816666666667,1279.3,454.8,36.6583333333333,12.1,208.8,0,27.3,3.3,1.14,0.725,0.951666666666667
"973",10472,"RSA823219","","","","Quercus douglasii","LeRoy Gross, Pam DeVries, Melinda Elster","LeRoy Gross, Pam DeVries, Melinda Elster","","6276","","4/29/2014","4/29/2014","4 29 2014","San Luis Obispo","558-964 m","   East end of the Santa Lucia Wilderness. Started at locked gate to lookout on Hi Mountain, then south southeast to Hi Valley, then east to Road 30S05.2., Trail started near 35.26052N 120.42981W. ended at 35.24926N 120.38324W. T31S R15E S8 NE1/4.","East end of the Santa Lucia Wilderness. Started at locked gate to lookout on Hi Mountain, then southsoutheast to Hi Valley, then east to Road 30S05.2., Trail started near 35.26052N 120.42981W. ended at 35.24926N 120.38324W. T31S R15E S8 NE0.25.","yes",-120.41285,35.24915,"","","31S14E01",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.148138151,NA,NA,NA,NA,"no",NA,NA,-37537.2015023598,-307440.244247203,9.1,12.9,21.6,16.8,3.8,28.4,363,164,5,131,15.1,22.8,8.8,13.9,663,36,37.8,638.9,3731,24,340,53,344,291,3,-9.6,41.3,1189,804,19.2,63,2014,390.6,930.1,131.166666666667,1320.7,523,35.7666666666667,10.6,208.333333333333,0,29,2.3,1.43,0.74,1.10666666666667
"974",10478,"JEPS38013","","","","Quercus douglasii","W. L. Jepson","W. L. Jepson","","15336","","9/30/2029","9/30/2029","Sep 30 1929","Tehama","1200 ft","   below Manton (e Tehama Co.); Macum","Macum, below Manton, east of Tehama County","yes",-121.9753,40.4064,"WGS84","BerkeleyMapper","",1500,"meters","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.030394853,NA,NA,NA,NA,"no",NA,NA,-167646.19226567,267344.065659028,7.7,14.2,25,17.2,2.7,33.9,351,201,27,191,16,26.4,6.8,19.6,771,82,33.8,320.4,4088,33,332,65,334,269,5,-13,44.7,1254,841,16.7,59,2029,678.1,756.9,114.85,1435,933.4,168.175,50.9,189.541666666667,0,36.1,1.7,2.91,1.175,2.075
"976",10480,"POM148064","","","","Quercus douglasii","J. B. Feudge","J. B. Feudge","","1639","","6/29/2027","6/29/2027","Jun 29 1927","San Luis Obispo","366 m","   Creston","Creston","yes",-120.5238,35.5189,"WGS84","copied from POM145480","",519,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","yes","no",NA,0.0956284,NA,NA,NA,NA,"no",NA,NA,-47459.4001940484,-277431.386356048,8.6,13.3,21.2,16.1,1.5,32.2,285,128,4,95,14.8,22.3,7.9,14.5,512,24,48.5,928.3,3619,26,309,95,316,222,3,-15.9,44.1,1445,1065,18,48,2027,315.1,1115.7,159.35,1431.1,430.4,18.4333333333333,5.5,207.233333333333,0,33.3,0.900000000000006,2.03,1.02,1.56166666666667
"982",10510,"CAS83392","","","","Quercus douglasii","F. E. Blaisdell","F. E. Blaisdell","s.n.","","","","","","Calaveras","","   Mokelumne Hill","Mokelumne Hill","yes",-120.7103,38.3024,"WGS84","Geolocate (copied from GH349613)","",1.2,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.039647863,NA,NA,NA,NA,"no",NA,NA,-62039.4537059283,32029.549416685,7.7,13.4,23.6,16.6,2.3,33.3,335,206,15,170,15.3,25,6.6,18.4,726,46,34.9,544.5,3834,34,325,76,330,255,5,-14.4,43.8,1311,923,17.2,56,NA,635.7,775.7,116.916666666667,1411.3,805.2,178.825,56.9,201.016666666667,0,34.9,1.8,2.4,1.04,1.75666666666667
"984",10512,"UCD45670","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1787","13","8/18/1948","8/18/1948","08 18 1948","Calaveras","","   ca. 6 miles southeast of Copperopolis, Calaveras County, California","ca. 6 miles southeast of Copperopolis, Calaveras County, California","yes",-120.5831583,37.90629167,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.073784497,NA,NA,NA,NA,"no",NA,NA,-51205.5669138452,-12079.0696196514,8.2,14.3,24.1,17.1,2.6,34,243,147,7,119,15.9,25.5,7.1,18.4,516,28,50.2,900.7,4032,30,329,70,331,261,3,-13.7,43.9,1367,1014,17.1,54,1948,539.6,922.2,136.7,1462,611.5,140.441666666667,47.2,202.175,0,35.7,2,2.57,1.1,1.88833333333333
"987",10515,"UCD45674","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1911","17","10/9/1948","10/9/1948","10 09 1948","San Benito","","   Mountains ca. 8 miles southeast of Idria, San Benito County, California","Mountains ca. 8 miles southeast of Idria, San Benito County, California","yes",-120.6139528,36.32425833,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.132882175,NA,NA,NA,NA,"no",NA,NA,-55048.2507620622,-187907.089121114,5.8,10,21.7,14.6,1.4,27.9,269,114,8,104,13,23.4,5.4,17.9,495,37,46.5,636.1,3061,60,309,94,324,230,10,-15.9,39,1053,746,19.5,66,1948,441.7,876.4,130.883333333333,1318.2,806.1,50.1333333333333,13.2,205.733333333333,0,31,-0.799999999999997,1.96,0.76,1.385
"988",10516,"UCD45675","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1899","14","10/9/1948","10/9/1948","10 09 1948","San Benito","","   Flat beside Panoche Pass road, 5.2 miles west of Llanada, San Benito County, California","Flat beside Panoche Pass road, 5.2 miles west of Llanada, San Benito County, California","yes",-121.006875,36.62498056,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.102893561,NA,NA,NA,NA,"no",NA,NA,-89922.46356249,-154187.434127151,7.7,12,21.3,15.4,1.2,31.1,220,103,3,76,14.1,22.8,7.1,15.7,401,18,60.1,1264.1,3389,35,305,100,319,218,3,-16.2,41.8,1316,1000,18,52,1948,387.5,939.2,139.683333333333,1326.6,669,34.7166666666667,8.8,203.533333333333,0,32.7,0,2.14,0.805,1.48
"989",10517,"UCD45679","","","","Quercus douglasii","A. E. Wieslander","A. E. Wieslander","","666","","8/27/1936","8/27/1936","08 27 1936","San Luis Obispo","3200 ft.","   San Luis Obispo County: Head of San Diego Creek, eas of Simmler; altitude 3200 feet","San Luis Obispo County: Head of San Diego Creek, eas of Simmler; altitude 3200 feet","yes",-119.8361167,35.34576389,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.347926915,NA,NA,NA,NA,"no",NA,NA,14882.1115071932,-296779.479450156,7.8,12.7,23.6,16.6,3.3,31.1,115,71,3,54,15.2,25,7.6,17.4,243,23,103.6,1092.4,3775,34,335,63,341,278,2,-10,42.2,1217,974,18.9,64,1936,382.7,1056.3,152.116666666667,1438.7,551,24.025,6.4,209.875,0,32,1.5,2.17,0.925,1.58833333333333
"991",10526,"UCD45663","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1628","","10/4/1947","10/4/1947","10 04 1947","San Luis Obispo","3000 ft.","   At top of Temblor Range, elevation ca. 3000 feet, 13.4 miles (by road) west of McKittrick, in San Luis Obispo County, California","At top of Temblor Range, elevation ca. 3000 feet, 13.4 miles (by road) west of McKittrick, in San Luis Obispo County, California","yes",-119.8148611,35.34738889,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.362938493,NA,NA,NA,NA,"no",NA,NA,16811.9608210281,-296595.45293319,8,13.2,24,16.9,3.4,31.7,108,66,2,48,15.5,25.4,7.7,17.6,224,21,113.9,1229.4,3896,32,337,60,342,282,1,-9.9,42.6,1250,1027,18.2,63,1947,355.6,1087.2,155.916666666667,1442.8,473.9,23.6583333333333,6.7,209.9,0,32.9,1.2,2.26,0.965,1.63666666666667
"993",10528,"UCD45650","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1502","","4/4/1947","4/4/1947","04 04 1947","San Benito","","   Beside Highway 25, ca. 4 miles southeast of San Benito, San Benito County, California","Beside Highway 25, ca. 4 miles southeast of San Benito, San Benito County, California","yes",-121.0576056,36.46400833,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.111326187,NA,NA,NA,NA,"no",NA,NA,-94652.5139745988,-172026.971276295,8.1,12.3,21.2,15.9,0.8,32.2,220,97,2,64,14.3,22.6,7.4,15.2,383,14,63.6,1627.7,3461,32,296,111,310,200,3,-17.4,43.7,1415,1107,17.4,47,1947,326,1064,153.433333333333,1389.8,421.9,25.125,7.2,202.933333333333,0,34.4,0.700000000000003,2.26,0.95,1.62166666666667
"994",10533,"UCD45641","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1640","B","10/5/1947","10/5/1947","10 05 1947","San Luis Obispo","1600 ft.","   Elevation ca. 1600 feet; ca. 1/4 mile south of Highway 466, and 1 mile east of summit of Polonio Pass, in San Luis Obispo County, California","Elevation ca. 1600 feet; ca. 0.25 mile south of Highway 466, and 1 mile east of summit of Polonio Pass, in San Luis Obispo County, California","yes",-120.178925,35.71273333,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.169757903,NA,NA,NA,NA,"no",NA,NA,-16171.1091472429,-256015.848451323,7.7,13.2,22.7,16,0.5,33.1,152,69,1,58,14.9,24.1,7,17.1,281,18,88.7,1331.7,3681,34,299,101,314,213,2,-17.9,43.5,1436,1161,18.2,49,1947,311.5,1178,168.283333333333,1489.6,383.2,21.5,6.8,208.033333333333,0,35.9,0.900000000000006,2.6,1.175,1.91666666666667
"995",10534,"DS132599","","","","Quercus douglasii","Gilbert T. Benson","Gilbert T. Benson","","46","","4/13/2024","4/13/2024","13-Apr-24","El Dorado","","   Lincoln Highway near Smith Flat","Lincoln Highway near Smith Flat","yes",-120.7524,38.7327,"WGS84","GoogleMaps via BerkeleyMapper","",1.168,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.099391353,NA,NA,NA,NA,"no",NA,NA,-65336.912352795,79888.3514249641,6.9,12.3,23.1,15.8,1.7,32,464,265,24,235,14.5,24.7,6.2,18.5,988,73,24.8,336.6,3555,42,316,86,326,239,10,-15,43.2,1226,787,16.4,58,2024,725.9,644.7,98.0833333333333,1370.9,1055,222.025,71.1,199.55,0,33.3,0.799999999999997,2.33,0.95,1.66666666666667
"998",10540,"UCD45620","","","","Quercus douglasii","J. M. Tucker","J. M. Tucker","","1902","","10/9/1948","10/9/1948","10 09 1948","San Benito","","   Beside road to Idria, 7.3 miles south of Panoche, San Benito County, California","Beside road to Idria, 7.3 miles south of Panoche, San Benito County, California","yes",-120.7948028,36.48719167,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.068246812,NA,NA,NA,NA,"no",NA,NA,-71111.4986494048,-169680.379175879,7.9,12.6,22.5,16.1,1.6,32.8,182,95,4,69,14.8,24.1,7.3,16.8,350,20,70.9,1178.1,3626,33,312,92,323,231,2,-15.3,42.8,1369,1065,18.8,52,1948,361.9,999.2,147.283333333333,1361,520.2,35.7916666666667,9.2,204.491666666667,0,33.6,-0.5,2.22,0.895,1.585
"1000",10561,"UCD45693","","","","Quercus douglasii","Irene Brown","Irene Brown","","83","","4/18/1959","4/18/1959","04 18 1959","El Dorado","1000 ft.","   U.S. Highway 50, 6 miles west of Placerville, El Dorado County, California. Elevation ca. 1000 feet","U.S. Highway 50, 6 miles west of Placerville, El Dorado County, California. Elevation ca. 1000 feet","yes",-120.8845,38.69694722,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.075252313,NA,NA,NA,NA,"no",NA,NA,-76844.9794526227,76013.4624629673,7.2,12.9,23,15.9,1.8,32.7,415,227,14,201,14.8,24.5,6.3,18.3,856,53,28.9,465.5,3638,38,318,83,325,242,8,-15.1,42.7,1285,880,17,55,1959,684.2,696.4,105.466666666667,1380.5,877.9,217.983333333333,73.6,199.241666666667,0,33.9,1.7,2.31,1.01,1.7
"1002",10565,"UCD45681","","","","Quercus douglasii","D. Q. Cavagnaro","D. Q. Cavagnaro","","227","","10/19/1963","10/19/1963","10 19 1963","San Benito","1500 ft.","   State Highway 25, 2.6 miles southeast of Pinnacles National Monument junction, San Benito County, California. Elevation 1500 feet","State Highway 25, 2.6 miles southeast of Pinnacles National Monument junction, San Benito County, California. Elevation 1500 feet","yes",-121.1044667,36.48964722,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.123599093,NA,NA,NA,NA,"no",NA,NA,-98813.0628853061,-169129.991780149,8.2,12.5,21.1,15.9,0.6,32.9,217,92,1,57,14.4,22.5,7.5,15,366,11,66.8,1978.2,3502,31,292,112,307,195,2,-17.9,44.4,1455,1157,17.2,45,1963,325,1060.5,152.833333333333,1385.5,417.1,25.5333333333333,7.4,202.641666666667,0,34.3,0.700000000000003,2.22,0.95,1.59666666666667
"1003",10573,"HSC37146","","","","Quercus douglasii","A. M. Montalvo, J. D. Ackerman","A. M. Montalvo, J. D. Ackerman","","554","","7/16/1975","7/16/1975","Jul 16 1975","Tehama","","   3 mi E of Trinity Co. line on Hwy. 36","3 miles East of Trinity County line on Highway 36","yes",-122.9854,40.3711,"WGS84","GoogleMaps via BerkeleyMapper (copied from HSC37151)","",425,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.285094116,NA,NA,NA,NA,"no",NA,NA,-253474.529692862,265668.476972817,3.5,9,19.5,12.1,-1.8,28.7,480,243,23,244,11,21,2.8,18.2,990,82,21.2,257.7,2494,109,253,130,293,163,47,-22,40.1,1093,709,17.4,55,1975,640.3,516.6,80.05,1157.1,1056.4,202.05,61.1,183.758333333333,0.6,31.4,-0.899999999999991,1.92,0.74,1.34833333333333
"1005",10585,"OBI72238","","","","Quercus douglasii","Anthony Baniaga","Anthony Baniaga","","102","","4/4/2010","4/4/2010","4-Apr-10","San Luis Obispo","322 m","   Tierra Redonda Mtn. ","Tierra Redonda Mountains","yes",-120.988278,35.764306,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.121396707,NA,NA,NA,NA,"no",NA,NA,-89258.54981135,-249836.640157293,8.9,13.4,21.5,16.3,1.4,33.8,219,100,2,75,15,22.7,8.2,14.5,396,15,63.2,1471.1,3702,25,303,102,312,210,2,-16.1,45.5,1513,1178,18.1,45,2010,365.7,950.7,136.4,1316.5,491.2,39.8916666666667,11.5,204.8,0,29.6,0.700000000000003,1.53,0.8,1.19666666666667
"1006",10589,"JEPS37389","","","","Quercus douglasii","W. L. Jepson","W. L. Jepson","","2175","","10/6/2002","10/6/2002","Oct 6 1902","Calaveras","","   Gwin Mine","Gwin Mine","yes",-120.756836,38.275642,"NAD27","Terrain Navigator 5.03 1:24000","",0.108,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.047145417,NA,NA,NA,NA,"no",NA,NA,-66127.6903224445,29086.5674951239,7.9,13.7,23.6,16.7,2.5,33.5,317,191,13,159,15.5,25,6.8,18.2,681,43,37.4,578,3878,32,327,73,331,259,5,-14.1,43.6,1327,943,17.5,55,2002,638.1,781,117.466666666667,1419.1,807.9,178.058333333333,56.3,200.633333333333,0,34.9,2.3,2.43,1.045,1.78166666666667
"1007",10590,"OBI31247","","","","Quercus douglasii","Joy Nishida","Joy Nishida","","523","","10/2/1982","10/2/1982","2-Oct-82","San Luis Obispo","1600 ft","   1.8 mi S of American Canyon campground","1.8 miles South of American Canyon campground","yes",-120.2648,35.2573,"WGS84","Google Earth","",2.334,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.093574454,NA,NA,NA,NA,"no",NA,NA,-24073.6970054339,-306583.271877595,8.8,13.2,23.2,17.1,3.3,31.2,346,155,6,133,15.6,24.5,8.5,16,638,42,40,584,3894,26,336,59,342,283,3,-10.9,43.4,1280,894,18.7,60,1982,353.7,983.7,140.583333333333,1337.3,484.7,28.2416666666667,8.1,209.025,0,30.8,1.10000000000001,1.7,0.79,1.27666666666667
"1008",10592,"JEPS116470","","","","Quercus douglasii","Alice Le Duc","Alice Le Duc","","383","","4/23/1999","4/23/1999","Apr 23 1999","San Luis Obispo","","   Atascadero; ; ; on a 5+ acre parcel of land on Graves Creek, lot 31 Block 16 of Atascadero colony in the City of Atascadero","Atascadero; ; ; on a 5+ acre parcel of land on Graves Creek, lot 31 Block 16 of Atascadero colony in the City of Atascadero","yes",-120.6967,35.4904,"WGS84","GoogleMaps via BerkeleyMapper (copied from JEPS116452)","",1.123,"km","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.110439346,NA,NA,NA,NA,"no",NA,NA,-63148.1852963499,-280496.062322061,9.1,12.6,19.4,15.6,1.9,29,274,116,8,92,14.1,20.3,8.5,11.9,490,28,49.3,716.7,3379,24,313,92,318,226,2,-15.1,42.3,1337,964,17.7,51,1999,345.3,996.7,142.883333333333,1342.1,492.2,26.5,7.5,206.5,0,30.2,1.10000000000001,1.54,0.82,1.20833333333333
"1009",10596,"HSC68098","","","","Quercus douglasii","J. P. Smith, J. O. Sawyer","J. P. Smith, J. O. Sawyer","","4641","","5/22/1971","5/22/1971","May 22 1971","Tehama","244 m","   39 mi. W of Mineral on State Route 36","39 miles West of Mineral on State Route 36","yes",-122.186,40.186,"WGS84","GoogleMaps via BerkeleyMapper (copied from HSC60181)","",250,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.002105026,NA,NA,NA,NA,"no",NA,NA,-186089.894408584,243264.770869108,8.1,15.4,25.7,17.6,2.8,35,299,140,21,148,16.7,27.1,7,20.1,607,55,44,495.7,4320,29,333,62,331,269,4,-13.2,44.4,1324,964,16.8,56,1971,523.6,915.3,137.05,1438.8,640.7,108.375,31,189.533333333333,0,36,2.8,2.78,1.25,2.03333333333333
"1010",10600,"JEPS37404","","","","Quercus douglasii","Margaret A. Kelley","Margaret A. Kelley","","","","11/5/2010","11/5/2010","Nov 5 1910","El Dorado","","   Slatington","Slatington","yes",-120.81586,38.78291,"NAD27","Terrain Navigator","",1.508,"miles","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.087285346,NA,NA,NA,NA,"no",NA,NA,-70799.4952534008,85514.7347714459,7.2,12.9,23.3,16.1,1.7,33.1,423,238,18,211,14.9,24.8,6.3,18.5,890,62,27.9,397.2,3670,39,316,85,324,239,8,-15.2,44.2,1290,870,17.2,55,2010,695.3,687.7,104.366666666667,1383.2,940.2,211.575,70.4,199.375,0,33.7,1.40000000000001,2.31,0.99,1.695
"1013",10607,"UCD66098","","","","Quercus douglasii","G. K. Helmkamp, E. A. Helmkamp","G. K. Helmkamp, E. A. Helmkamp","","13003","","9/24/2007","9/24/2007","09 24 2007","Calaveras","396 m.","   Calaveras County: Northern Sierra Nevada Mountains: along Hwy. CA-49, 0.5 mile west (northbound route) of Mokelumne Hill","Calaveras County: Northern Sierra Nevada Mountains: along Highway CA-49, 0.5 mile west of (northbound route) of Mokelumne Hill","yes",-120.7219444,38.2975,"","","",NA,"","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.03253418,NA,NA,NA,NA,"no",NA,NA,-63060.6342004382,31492.544631727,7.7,13.5,23.6,16.7,2.3,33.4,330,201,14,167,15.4,25,6.6,18.4,712,45,35.6,554.9,3845,34,325,75,331,256,5,-14.4,43.7,1316,929,17.3,56,2007,635.7,775.7,116.916666666667,1411.3,805.2,178.825,56.9,201.016666666667,0,34.9,1.8,2.4,1.04,1.75666666666667
"1014",10724,"A344314","","","","Quercus douglasii","C. H. Muller","C. H. Muller","","4000","","8/5/1941","8/5/1941","8/5/1941","Santa Barbara","","   Santa Barbara On grounds of ""La Loma Felig"", at head of Mission Canyon, near Santa Barbara","Santa Barbara On grounds of ""La Loma Felig"", at head of Mission Canyon, near Santa Barbara","yes",-119.7086,34.4638,"NAD83","Terrain Nav. v. 8.7","",500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.320012975,NA,NA,NA,NA,"no",NA,NA,26762.7234624291,-394667.305587285,11.1,13.1,18.7,16.5,5.7,25.3,318,129,2,82,14.8,20.2,10.9,9.3,530,18,46.8,1122,3612,14,354,25,354,329,1,-5.8,40.5,1161,801,18.3,63,1941,430,897.3,118.733333333333,1327.6,516.7,46.5333333333333,16,206.266666666667,0,26.9,5.10000000000001,1.26,0.645,0.95
"1015",10725,"A344315","","","","Quercus douglasii","C. H. Muller","C. H. Muller","","4011","","8/6/1941","8/6/1941","8/6/1941","Santa Barbara","","   Santa Barbara Forested slopes 1 mi. W. of Paradise Camp towards San Marcos Pass. Santa Ynez Valley","Santa Barbara Forested slopes 1 miles West of Paradise Camp towards San Marcos Pass. Santa Ynez Valley","yes",-119.8305,34.544,"NAD83","Terrain Nav. v. 8.7","",500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.139298362,NA,NA,NA,NA,"no",NA,NA,15551.3019759525,-385793.888514065,10.8,14,21.4,17.7,4.9,30.8,322,152,2,85,16,23,10.5,12.4,561,21,46.3,1112.5,4034,15,348,40,349,309,1,-7.6,45.1,1388,1008,17.3,55,1941,396.1,957.4,129.3,1353.6,479.3,41.325,14.2,209.433333333333,0,28.5,4.40000000000001,1.45,0.715,1.07666666666667
"1016",10726,"A344316","","","","Quercus douglasii","C. H. Muller","C. H. Muller","","3998","","8/5/1941","8/5/1941","8/5/1941","Santa Barbara","","   Santa Barbara N. slope of Rattlesnake Canyon on Scofield Ranch, N. of Santa Barbara","Santa Barbara North slope of Rattlesnake Canyon on Scofield Ranch, North of Santa Barbara","yes",-119.6933,34.4567,"NAD83","Terrain Nav. v. 8.7","",500,"m","Quercus douglasii","Quercus douglasii","Quercus","douglasii","Quercus_white","CCH","no","no",NA,0.322917194,NA,NA,NA,NA,"no",NA,NA,28170.4483258134,-395450.797799482,11.5,13.3,18.6,16.6,6,24.9,317,123,2,80,15,20,11.2,8.8,522,19,47.9,1050.7,3654,13,357,19,357,338,1,-5.1,40.1,1144,787,19.2,64,1941,388.4,931.7,120.5,1320.6,455.9,40.5166666666667,15.6,203.433333333333,0,26.2,6.30000000000001,1.04,0.72,0.873333333333333
